1;omschrijving;level;VT12;controle;soort;VLB;control2;soort2;;klopt dit?;;;;;;;mate van belangrijkheid
1345;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1346;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1347;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1348;Subgebouw / ruimte taxatie referentie toegekend door;7;SubbuildingValuationReferenceAllocatedBy;SubbuildingValuationReferenceAllocatedBy;Enumeration;; ; ;3;;;;;;;;3
1349;Subgebouw / ruimte taxatie referentie toegekend door (beschrijving);7;SubbuildingValuationReferenceAllocatedByDescription;SubbuildingValuationReferenceAllocatedByDescription;String;; ; ;3;;;;;;;;3
1350;Omschrijving unieke subgebouw / ruimte taxatie referentie;7;SubbuildingValuationReferenceDescription;SubbuildingValuationReferenceDescription;String;; ; ;3;;;;;;;;3
1351;Oordeel van het subgebouw / ruimte [titel];7;SubbuildingValuationAppraisalTitle;SubbuildingValuationAppraisalTitle;Abstract;; ; ;3;;;;;;;;3
1352;Marktoordeel van het subgebouw / ruimte;7;SubbuildingValuationAppraisalMarketAppraissal;SubbuildingValuationAppraisalMarketAppraissal;Abstract;; ; ;3;;;;;;;;3
1353;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1354;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1355;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1356;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1357;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1358;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1359;Oordeel courantheid;7;MarketabilityOverall;MarketabilityOverall;Enumeration;; ; ;3;;;;;;;;3
1360;Verkoopbaarheid;7;MarketabilitySales;MarketabilitySales;Enumeration;; ; ;3;;;;;;;;3
1361;Verhuurbaarheid;7;MarketabilityRent;MarketabilityRent;Enumeration;; ; ;3;;;;;;;;3
1362;Alternatieven qua markt;7;AlternativeUseMarket;AlternativeUseMarket;Enumeration;; ; ;3;;;;;;;;3
1363;Beste aanwending;7;HighestAndBestUseDescription;HighestAndBestUseDescription;String;; ; ;3;;;;;;;;3
1364;Uitpondbaarheid;7;MarketabilitySalesUnit;MarketabilitySalesUnit;Enumeration;; ; ;3;;;;;;;;3
1365;Marktvisie algemeen;7;MarketvisionCountry;MarketvisionCountry;String;; ; ;3;;;;;;;;3
1366;Marktvisie lokaal;7;MarketvisionLocal;MarketvisionLocal;String;; ; ;3;;;;;;;;3
1367;Object beoordeling van het subgebouw / ruimte;7;SubbuildingValuationAppraisalObjectAssessment;SubbuildingValuationAppraisalObjectAssessment;Abstract;; ; ;3;;;;;;;;3
1368;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1369;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1370;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1371;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1372;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1373;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1374;Algeheel oordeel over het object;7;ObjectOverallAssessment;ObjectOverallAssessment;Enumeration;; ; ;3;;;;;;;;3
1375;Bouwkundige staat;7;ConstructionState;ConstructionState;Enumeration;; ; ;3;;;;;;;;3
1376;Onderhoud binnen;7;MaintenanceStateInterior;MaintenanceStateInterior;Enumeration;; ; ;3;;;;;;;;3
1377;Onderhoud buiten;7;MaintenanceStateExterior;MaintenanceStateExterior;Enumeration;; ; ;3;;;;;;;;3
1378;Algemeen oordeel onderhoud;7;MaintenanceGeneralAssesment;MaintenanceGeneralAssesment;Enumeration;; ; ;3;;;;;;;;3
1379;Functionaliteit;7;Functionality;Functionality;Enumeration;; ; ;3;;;;;;;;3
1380;Alternatieve aanwendbaarheid;7;AlternativeUseObject;AlternativeUseObject;Enumeration;; ; ;3;;;;;;;;3
1381;Parkeren op eigen terrein;7;ParkingOnSite;ParkingOnSite;Enumeration;; ; ;3;;;;;;;;3
1382;Lokatie oordeel van het subgebouw / ruimte;7;SubbuildingValuationAppraisalLocationAssessment;SubbuildingValuationAppraisalLocationAssessment;Abstract;; ; ;3;;;;;;;;3
1383;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1384;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1385;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1386;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1387;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1388;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1389;Algeheel oordeel over de locatie;7;LocationOverallAssessment;LocationOverallAssessment;Enumeration;; ; ;2;;;;;;;;3
1390;Algemene bereikbaarheid;7;AccessibilityGeneral;AccessibilityGeneral;Enumeration;; ; ;2;;;;;;;;3
1391;Bereikbaarheid per auto;7;AccessibilityCars;AccessibilityCars;Enumeration;; ; ;2;;;;;;;;3
1392;Bereikbaarheid per openbaar vervoer;7;AccessibilityPublicTransport;AccessibilityPublicTransport;Enumeration;; ; ;2;;;;;;;;3
1393;Bereikbaarheid per vrachtvervoer;7;AccessibilityTrucks;AccessibilityTrucks;Enumeration;; ; ;2;;;;;;;;3
1394;Openbaar parkeren;7;ParkingPublic;ParkingPublic;Enumeration;; ; ;2;;;;;;;;3
1395;Ligging;7;Site;Site;Enumeration;; ; ;2;;;;;;;;3
1396;SWOT analyse van het subgebouw / ruimte;7;SubbuildingValuationAppraisalSWOTAnalysis;SubbuildingValuationAppraisalSWOTAnalysis;Abstract;; ; ;3;;;;;;;;3
1397;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1398;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1399;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1400;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1401;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1402;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1403;Sterkten;7;Strengths;Strengths;String;; ; ;3;;;;;;;;3
1404;Zwaktes;7;Weaknesses;Weaknesses;String;; ; ;3;;;;;;;;3
1405;Kansen;7;Opportunities;Opportunities;String;; ; ;3;;;;;;;;3
1406;Bedreigingen;7;Threats;Threats;String;; ; ;3;;;;;;;;3
1407;Aannames bij de taxatie van het subgebouw / ruimte [titel];7;SubbuildingValuationAssumptionsTitle;SubbuildingValuationAssumptionsTitle;Abstract;; ; ;3;;;;;;;;3
1408;Externe waardering van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsExternalValuation;SubbuildingValuationAssumptionsExternalValuation;Abstract;; ; ;3;;;;;;;;3
1409;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1410;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1411;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1412;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1413;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1414;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1415;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
1416;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
1417;WOZ waarde [titel];7;LocalTaxInformationTitle;LocalTaxInformationTitle;Abstract;; ; ;3;;;;;;;;3
1418;Waarde;7;Value;Value;Monetary;; ; ;3;;;;;;;;1
1419;Peildatum van de WOZ bepaling;7;ReferenceDate;ReferenceDate;Date;; ; ;3;;;;;;;;2
1420;Herbouwwaarde [titel];7;RebuildValueTitle;RebuildValueTitle;Abstract;; ; ;3;;;;;;;;3
1421;Herbouwwaarde;7;RebuildValueInsurance;RebuildValueInsurance;Monetary;; ; ;3;;;;;;;;3
1422;Herbouwwaarde peildatum;7;AssesmentDateRebuildValue;AssesmentDateRebuildValue;Date;; ; ;3;;;;;;;;3
1423;Eerdere taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsPreviousValuation;SubbuildingValuationAssumptionsPreviousValuation;Abstract;; ; ;3;;;;;;;;3
1424;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1425;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1426;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1427;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1428;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1429;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1430;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
1431;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
1432;Waarde begrip;7;ValueConcept;ValueConcept;Enumeration;; ; ;3;;;;;;;;3
1433;Bedrag (markthuur);7;Amount;Amount;Monetary;; ; ;2;;;;;;;;3
1434;Peildatum;7;ValuationDate;ValuationDate;Date;; ; ;2;;;;;;;;3
1435;Taxatie type;7;ValuationType;ValuationType;Enumeration;; ; ;2;;;;;;;;3
1436;Opmerkingen;7;Remarks;Remarks;String;; ; ;3;;;;;;;;3
1437;Indices gebruikt bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsIndices;SubbuildingValuationAssumptionsIndices;Abstract;; ; ;3;;;;;;;;3
1438;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1439;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1440;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1441;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1442;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1443;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1444;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
1445;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
1446;Bron index;7;IndexSource;IndexSource;Enumeration;; ; ;3;;;;;;;;3
1447;Rekening nummer;7;FinancialCode;FinancialCode;Enumeration;; ; ;3;;;;;;;;3
1448;Beschrijving index [titel];7;IndexMeasurementTitle;IndexMeasurementTitle;Abstract;; ; ;3;;;;;;;;3
1449;Index;7;Index;Index;Number;; ; ;3;;;;;;;;3
1450;Periode [titel];7;PeriodTitle;PeriodTitle;Abstract;; ; ;3;;;;;;;;3
1451;Start;7;Start;Start;Date;; ; ;3;;;;;;;;3
1452;Einde;7;End;End;Date;; ; ;3;;;;;;;;3
1453;Periodenummer;7;PeriodNumber;PeriodNumber;String;; ; ;3;;;;;;;;3
1454;Omschrijving unieke referentie;7;Description;Description;String;; ; ;3;;;;;;;;3
1455;Algemene uitgangspunten bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsGeneralAssumptions;SubbuildingValuationAssumptionsGeneralAssumptions;Abstract;; ; ;3;;;;;;;;3
1456;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1457;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1458;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1459;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1460;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1461;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1462;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
1463;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
1464;Te taxeren belang;7;ValuedInterest;ValuedInterest;Enumeration;; ; ;3;;;;;;;;3
1465;Uitgangspunten;7;Principles;Principles;String;; ; ;3;;;;;;;;3
1466;Bijzondere uitgangspunten;7;SpecialPrinciples;SpecialPrinciples;String;; ; ;3;;;;;;;;3
1467;Toelichting bij de aanname;7;AssumptionExplanation;AssumptionExplanation;String;; ; ;3;;;;;;;;3
1468;Vrijwaring van aansprakelijkheid;7;Disclaimer;Disclaimer;String;; ; ;3;;;;;;;;3
1469;Verklaring gebruikte/toegekende markthuur;7;MarketRentUsedExplination;MarketRentUsedExplination;String;; ; ;3;;;;;;;;3
1470;Uitgangspunten discounted cashflow bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsDiscountedCashFlowAssumptions;SubbuildingValuationAssumptionsDiscountedCashFlowAssumptions;Abstract;; ; ;3;;;;;;;;3
1471;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1472;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1473;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1474;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1475;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1476;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1477;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
1478;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
1479;Beschouwingsperiode;7;ValuationPeriod;ValuationPeriod;Number;; ; ;3;;;;;;;;3
1480;Disconteringspercentage discounted cashflow;7;DiscountRateDiscountedCashFlow;DiscountRateDiscountedCashFlow;Number;; ; ;3;;;;;;;;3
1481;Disconteringspercentage erfpacht;7;DiscountRateGroundLease;DiscountRateGroundLease;Number;; ; ;3;;;;;;;;3
1482;Disconteringspercentage correcties (discounted cash flow aannames);7;DiscountRateCorrectionsDiscountedCashFlowAssumptions;DiscountRateCorrectionsDiscountedCashFlowAssumptions;Number;; ; ;3;;;;;;;;3
1483;Exit yield netto markthuur vrij op naam;7;ExitYieldNetMarketRentBeforeTransferCost;ExitYieldNetMarketRentBeforeTransferCost;Number;; ; ;3;;;;;;;;3
1484;Percentage kosten koper (discounted cash flow aannames);7;TransferCostPercentageDiscountedCashFlowAssumptions;TransferCostPercentageDiscountedCashFlowAssumptions;Number;; ; ;3;;;;;;;;3
1485;BTW (%);7;VAT;VAT;Number;; ; ;3;;;;;;;;3
1486;Timing huurinkomsten;7;TimingRentIncome;TimingRentIncome;Enumeration;; ; ;3;;;;;;;;3
1487;Timing uitgaven;7;TimingOperatingExpenses;TimingOperatingExpenses;Enumeration;; ; ;3;;;;;;;;3
1488;Uitgangspunten bruto aanvangsrendement bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsGrossYieldAssumptions;SubbuildingValuationAssumptionsGrossYieldAssumptions;Abstract;; ; ;3;;;;;;;;3
1489;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1490;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;; ; ;3;;;;;;;;3
1491;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1492;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
1493;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
1494;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
1495;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
1496;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
1497;Markthuur (bruto aanvangsrendement aannames);7;MarketRentGrossYieldAssumptions;MarketRentGrossYieldAssumptions;Monetary;; ; ;3;;;;;;;;3
1498;Bruto aanvangsrendement markthuur kosten koper;7;GrossCapRateAfterTransferCostContractRentPerYear;GrossCapRateAfterTransferCostContractRentPerYear;Number;; ; ;3;;;;;;;;3
1499;Disconteringspercentage correcties (bruto aanvangsrendement aannames);7;DiscountRateCorrectionsGrossYieldAssumptions;DiscountRateCorrectionsGrossYieldAssumptions;Number;; ; ;3;;;;;;;;3
1500;Percentage kosten koper (bruto aanvangsrendement aannames);7;TransferCostPercentageGrossYieldAssumptions;TransferCostPercentageGrossYieldAssumptions;Number;; ; ;3;;;;;;;;3
1501;Uitgangspunten netto aanvangsrendement bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsNetYieldAssumptions;SubbuildingValuationAssumptionsNetYieldAssumptions;Abstract;; ; ;3;;;;;;;;3
1502;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;; ; ;3;;;;;;;;3
1503;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1504;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1505;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1506;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1507;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1508;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
1509;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;;;3;;;;;;;;3
1510;Markthuur (netto aanvangsrendement aannames);7;MarketRentNetYieldAssumptions;MarketRentNetYieldAssumptions;Monetary;;;;3;;;;;;;;1
1511;Totale kosten (eeuwigdurend);7;EternityTotalCost;EternityTotalCost;String;;;;3;;;;;;;;1
1512;Vaste lasten per jaar;7;EternityFixedCostPerYear;EternityFixedCostPerYear;String;;;;3;;;;;;;;1
1513;Onderhoudskosten per jaar;7;EternityMaintenancePerYear;EternityMaintenancePerYear;String;;;;3;;;;;;;;1
1514;Erfpacht per jaar;7;EternityGroundLeasePerYear;EternityGroundLeasePerYear;String;;;;3;;;;;;;;3
1515;Beheerkosten per jaar;7;EternityPropertyManagementPerYear;EternityPropertyManagementPerYear;String;;;;3;;;;;;;;1
1516;Overige kosten per jaar;7;EternityOtherCostPerYear;EternityOtherCostPerYear;String;;;;3;;;;;;;;1
1517;Netto markthuur;7;NetMarketRent;NetMarketRent;Monetary;;;;3;;;;;;;;1
1518;Markthuur netto aanvangsrendement vrij op naam voor correcties;7;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;Number;;;;3;;;;;;;;2
1519;Disconteringspercentage correcties (netto aanvangsrendement aannames);7;DiscountRateCorrectionsNetYieldAssumptions;DiscountRateCorrectionsNetYieldAssumptions;Number;;;;3;;;;;;;;2
1520;Percentage kosten koper (netto aanvangsrendement aannames);7;TransferCostPercentageNetYieldAssumptions;TransferCostPercentageNetYieldAssumptions;Number;;;;3;;;;;;;;2
1521;Bruto en netto aanvangsrendement correcties bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsGrossNetYieldCorrections;SubbuildingValuationAssumptionsGrossNetYieldCorrections;Abstract;;;;3;;;;;;;;3
1522;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1523;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1524;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1525;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1526;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1527;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1528;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
1529;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;;;3;;;;;;;;3
1530;Totaal correcties;7;TotalCorrections;TotalCorrections;Monetary;;;;3;;;;;;;;2
1531;Meer- / minder huur (correctie);7;CorrectionRevisionaryPotential;CorrectionRevisionaryPotential;Monetary;;;;3;;;;;;;;2
1532;Mutatie leegstand (correctie);7;CorrectionMutationVacancy;CorrectionMutationVacancy;Monetary;;;;3;;;;;;;;2
1533;Initiële leegstand (correctie);7;CorrectionInitialVacancy;CorrectionInitialVacancy;Monetary;;;;3;;;;;;;;2
1534;Mutatie kosten (correctie);7;CorrectionMutationExpenses;CorrectionMutationExpenses;Monetary;;;;3;;;;;;;;2
1535;BTW compensatie (correctie);7;CorrectionVATCompensation;CorrectionVATCompensation;Monetary;;;;3;;;;;;;;2
1536;Niet terugvorderbare BTW (correctie);7;CorrectionNonDeductableVAT;CorrectionNonDeductableVAT;Monetary;;;;3;;;;;;;;2
1537;Achterstallig onderhoud (correctie);7;CorrectionDeferredMaintenance;CorrectionDeferredMaintenance;Monetary;;;;3;;;;;;;;2
1538;Erfpacht (correctie);7;CorrectionGroundLease;CorrectionGroundLease;Monetary;;;;3;;;;;;;;2
1539;Overige baten / lasten (correctie);7;CorrectionOtherIncomeExpenses;CorrectionOtherIncomeExpenses;String;;;;3;;;;;;;;2
1540;Kasstromen van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsCashFlow;SubbuildingValuationAssumptionsCashFlow;Abstract;;;;3;;;;;;;;3
1541;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1542;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1543;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1544;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1545;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1546;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1547;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
1548;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;;;3;;;;;;;;3
